Movie,Critic Name,Critic Rating,Critic Original Score,Critic Text,Critic Date
Megalomaniac,Walter Chaw,fresh,3.5/4,Megalomaniac takes suffering seriously. I'm close to talking myself into watching it again.,"Oct 25, 2022"
Megalomaniac,Dennis Schwartz,fresh,B+,Slickly made moody French horror tale from Belgium.,"Oct 17, 2022"
Megalomaniac,Rob Aldam,fresh,,"You’ll need to take a bath after watching Megalomaniac, but good luck washing those nightmares away.","Oct 8, 2022"
Megalomaniac,Anton Bitel,fresh,,"Karim Ouelhaj’s brutal serial-killer horror shifts from true crime to traumatic fantasy of consequence, aftermath and legacy","Oct 7, 2022"
Megalomaniac,Caitlin Crowley,rotten,,Megalomaniac lacks the clarity of vision that can elevate content this extreme to the level of an unforgettable nightmare rather than just another morbid curiosity watch,"Aug 11, 2022"
Megalomaniac,Dolores Quintana,fresh,,MEGALOMANIAC is a dark baroque vision that questions the true nature of evil and our understanding of it.,"Aug 3, 2022"
Megalomaniac,Dan Tabor,fresh,,"Megalomaniac is not an easy film to watch, because it’s a journey most would not want to take. It’s not just a descent into madness, but a graphic metamorphosis human into a monster as","Jul 31, 2022"
Megalomaniac,Jennie Kermode,fresh,3.5/5,"It’s a film shot mostly in shadow, in the long-neglected house or in the narrow confines of locker rooms and toilet blocks at the factory.","Jul 27, 2022"
Megalomaniac,Emilie Black,fresh,3.5/5,"he film tries to do a lot, fails on some point, but overall comes off as a powerful watch with characters stuck in negative situation, forced to do things they may not have wanted to or perhaps things they were predestined to do.","Jul 26, 2022"
Elemental,Susan Granger,fresh,7/10,"Stunning animation sparks this cross-cultural, high-concept 'Romeo & Juliet' romantic comedy, inspired by the periodic chart of elements that one recalls from science class.","Sep 26, 2023"
Elemental,MontiLee Stormer,fresh,3.5/5,Elemental is a marvel of layered animation techniques that float through that uncanny valley between 2D and 3D. It’s hard to discern the physical set pieces from those created in a computer and that lends an edge of realism.,"Sep 23, 2023"
Elemental,Vincent Mancini,rotten,D,"""Trying to make a character out of a cloud"" is a sadly apt metaphor for this whole doomed endeavor.","Sep 20, 2023"
Elemental,Douglas Davidson,fresh,4/5,"Together, with the thematic elements and execution of the ideas, ""Elemental"" goes beyond tear-inducing, reaching soul-shaking. Absolutely the surprise film of 2023.","Sep 13, 2023"
Elemental,Nora Lee Mandel,fresh,6/10,"Water, Fire, Earth, and Air are like ethnic inhabitants of distinctive neighborhoods in this imaginatively designed Element City, with the Periodic Table-like skyline.  But the story line gets heavy-handed about immigrants and accepting different folks.","Sep 6, 2023"
Elemental,Nadine Whitney,fresh,,"Elemental does reward a big screen experience, and its message about love, self-determination, and community is relevant and welcome.","Sep 6, 2023"
Elemental,Farah Cheded,fresh,,"This Pixar movie doesn’t rekindle the studio’s old magic, but it’s no washout either.","Sep 2, 2023"
Elemental,John Serba,fresh,,"Visually, the film generally makes up for its dubiously executed premise and underwhelming conflict resolution – it had better, considering the $200 million budget.","Aug 16, 2023"
Elemental,Ronak Kotecha,fresh,4/5,"Elemental is an experience for the big screen for the whole family. It’s dreamy, surreal and magically entertaining without a moment of dullness. Do not miss it for the world.","Aug 12, 2023"
Elemental,Gisela Savdie,fresh,B,"The theme of romance between opposite beings is intertwined with the issue of immigration, with which many can identify. [Full review in Spanish]","Aug 10, 2023"
Elemental,Rick Bentley,fresh,B,The pieces of Elemental go together just like the blending of hydrogen and oxygen to create water.,"Aug 9, 2023"
Elemental,Mini Anthikad-Chhibber,fresh,,"Visually, Elemental is stunning — the way Ember and Wade have been brought to life is an eye-popping intersection of technology and imagination.","Aug 3, 2023"
Elemental,Manuel São Bento,fresh,A-,"Elemental may be straightforward and predictable, but it's so thematically rich and features such emotionally relatable characters that, by the end, I found myself fighting back tears.","Jul 25, 2023"
Elemental,Matthew Creith,rotten,,The film's premise is remarkably surface-level and never dives into a more profound meaning beyond apparent comparisons to other Disney-led projects.,"Jul 25, 2023"
Elemental,Elliott Collins,fresh,3.5/5,"Elemental is a very endearing movie that tackles themes such as generational burdens, parental expectations, honoring legacy but also shows how to create and chasing your own dreams. It’s Pixar first real swing at a romcom, and the love story works.","Jul 23, 2023"
Elemental,Sarah Ward,rotten,,"Elemental feels like Pixar is taking its titular term to heart in the worst way, making for rudimentary rather than particularly ravishing or resonant viewing.","Jul 22, 2023"
Elemental,Ryan Oquiza,fresh,3.5/5,"Elemental has enough depth for adults, creativity for children, and a searing romance that succeeds only when other aspects take a backseat.","Jul 21, 2023"
Elemental,Hector A. Gonzalez,rotten,C,"The film’s unconventional romance-comedy-inspired story fails to light the torch of its emotional core, leaving the audience in a state of wanting more.","Jul 21, 2023"
Elemental,David Griffiths,fresh,3.5/5,Elemental is certainly one of those films that can be enjoyed by people of all ages. Perhaps it doesn’t have the humor that many would expect from a Pixar film but it does have a thought-provoking storyline.,"Jul 21, 2023"
Elemental,Elva Si,fresh,B-,The choice to present Wade as the catalyst for Ember’s growth devalues her strength and independence.,"Jul 20, 2023"
Spider Man: Across the Spider-Verse,Eddie Harrison,rotten,2/5,"…a hard-sell for a 60 year old product you already bought, used, grew out of and got bored of some time ago…","Sep 30, 2023"
Spider Man: Across the Spider-Verse,Shahbaz Siddiqui,fresh,,Spider-Man: Across the Spider-Verse is AMAZING and a REVOLUTIONARY achievement in animation. It’s a wild and darker journey that is FULL of JAW-DROPPING surprises. Spider-Man has never looked so good.,"Sep 20, 2023"
Spider Man: Across the Spider-Verse,Douglas Davidson,fresh,4.5/5,"Everything audiences have seen thus far from the first frame of ""Into"" to the last of ""Across"" means something to the larger story, and it’s been in front of us the whole time.","Sep 18, 2023"
Spider Man: Across the Spider-Verse,Matt Brunson,fresh,3.5/4,A sequel that’s just as good as its predecessor.,"Sep 9, 2023"
Spider Man: Across the Spider-Verse,Jeffrey Peterson,fresh,4.5/5,"For a 140 min film, you’ll feel like you’re in an art gallery in the sense that you know there’s not enough time in the day to see everything, so you go ahead and make an internal commitment to come back.","Sep 7, 2023"
Spider Man: Across the Spider-Verse,Nadine Whitney,fresh,,Spider-Man: Across the Spider-Verse is a brilliant film with empathetic writing and characters we care about not to mention a visual masterpiece. It transcends genre to be one of the most enjoyable and engrossing releases of 2023.,"Sep 6, 2023"
Spider Man: Across the Spider-Verse,Matt Wayt,fresh,3.5/5,"'Spider-Man: Across the Spider-Verse' travels worlds to upend its own status quo, spinning a truly unique and sometimes devastating narrative that finally matches its visual ambitions.","Sep 2, 2023"
Spider Man: Across the Spider-Verse,Mini Anthikad-Chhibber,fresh,,"A giddying swing through a dizzying array of animation styles, this sequel to ‘Spider-Man: Into the Spider-Verse’ is an epic joy-ride on the space-time continuum","Aug 27, 2023"
Spider Man: Across the Spider-Verse,Lee Zumpe,fresh,,"Thank you for the contrasting animation styles that express and enhance each separate universe. Thank you for the unparalleled artistry, the emotional story, the playful humor, and the invigorating action.","Aug 23, 2023"
Spider Man: Across the Spider-Verse,Jeffrey Lyles,fresh,10/10,"Against all odds, Spider-Man: Across the Spider-Verse is even better than its predecessor laying credible claim to one of the strongest comic book entries ever. No need for an asterisk limiting it to just the animation category.","Aug 19, 2023"
Spider Man: Across the Spider-Verse,Rick Bentley,fresh,A-,"The result is a production that is so overwhelming, it may never be fully appreciated even with a multiverse of viewings.","Aug 9, 2023"
Spider Man: Across the Spider-Verse,John Serba,fresh,,"Its visual design is preceded by nothing save for the first Spider-Verse, and Lord and Miller oversee further progression by crafting distinctive aesthetics for each of the half-dozen or so universes within this narrative.","Aug 8, 2023"
Spider Man: Across the Spider-Verse,Brad Gullickson,fresh,,"Spider–Man: Across the Spider–Verse is gloriously additive, and the result is the best comic book movie ever made.","Aug 8, 2023"
Spider Man: Across the Spider-Verse,Lucas Moore,fresh,A,"Across the Spider-Verse is the emotionally driven Spiderman movie people have been waiting for. There is no death gimmick used here to driven the emotion, instead it's driven by a great story that leans on a parents love and understanding.","Aug 2, 2023"
Spider Man: Across the Spider-Verse,Edward Porter,fresh,4/5,"Although the animation is still terrific, casual admirers of the first film might want to bow out because there are fewer jokes and a solemn devotion to Spider-Man lore.","Aug 2, 2023"
Spider Man: Across the Spider-Verse,Eve Tushnet,fresh,,"Thrillingly inventive visuals, an absolute can't-miss movie in spite of having not much to say and insisting on saying it anyway.","Jul 31, 2023"
Spider Man: Across the Spider-Verse,Manuel São Bento,fresh,A-,"Spider-Man: Across the Spider-Verse is the epitome of incredibly detailed, gorgeously unique, undeniably epic animation within its medium.","Jul 25, 2023"
Spider Man: Across the Spider-Verse,Matthew Creith,fresh,,"While the abundance of animation and plethora of characters surrounding Miles might seem daunting for a comic book movie about a teenage Spider hero, the good outweighs the bad in ""Across the Spider-Verse."" The runtime goes by in a flash.","Jul 25, 2023"
Spider Man: Across the Spider-Verse,Courtney Lanning,fresh,,"The music, the animation, the characters, and the story all come together to create the greatest Spider-Man movie.","Jul 25, 2023"
Spider Man: Across the Spider-Verse,Whelan Barzey,fresh,92.9/100,"Unapologetically heavy-handed with its stylistic approach, Across the Spider-Verse is a beautifully crafted love letter to every era of Spider-Man’s meaningful history.","Jul 25, 2023"
